,facility_id_API,facility_name_num,facility_type,field_name_num,location,operator_name_num,related_facilities,status
1367,05-045-19091,LATHAM                             2-13D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   2  6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/5/2014 
1368,05-045-19097,LATHAM                             2-15D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   2  6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/5/2014 
1369,05-045-19103,LATHAM                             2-6D           ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   2  6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/5/2014 
1370,05-045-18126,Cascade Creek                      697-05-78B     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENE   8  6S    97W     6 ,LARAMIE ENERGY LLC                                10433, ,XX8/1/2016 
1371,05-045-20024,Cascade Creek                      697-09-10A     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENE   8  6S    97W     6 ,LARAMIE ENERGY LLC                                10433, ,XX9/21/2016 
1372,05-045-22426,Cascade Creek                      697-09-HN1     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   9  6S    97W     6 ,OXY USA WTP LP                                    66571, ,XX5/30/2014 
1373,05-045-14644,BERRY                              11-15D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   11 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/18/2013 
1374,05-045-14643,BERRY                              11-16D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   11 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/18/2013 
1375,05-045-14642,BERRY                              11-5D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   11 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/18/2013 
1376,05-045-14641,BERRY                              11-6D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   11 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/18/2013 
1377,05-045-14640,BERRY                              11-4D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   11 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/18/2013 
1378,05-045-14639,BERRY                              11-3D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   11 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/18/2013 
1379,05-045-14638,BERRY                              11-1D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   11 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/18/2013 
1380,05-045-14637,BERRY                              11-2D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   11 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/18/2013 
1381,05-045-16126,CHEVRON                            12-4D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1382,05-045-16127,CHEVRON                            12-7D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1383,05-045-16128,CHEVRON                            12-6D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1384,05-045-16129,CHEVRON                            12-14D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1385,05-045-16130,CHEVRON                            12-13D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1386,05-045-16131,CHEVRON                            12-12D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6s    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1387,05-045-16132,CHEVRON                            12-5D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1388,05-045-16133,CHEVRON                            12-8D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1389,05-045-18362,CHEVRON                            12-1D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1390,05-045-18363,CHEVRON                            12-2D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1391,05-045-18364,CHEVRON                            12-3D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NENW   12 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/26/2013 
1392,05-045-16158,CHEVRON                            13-23D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1393,05-045-16152,CHEVRON                            13-21D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1394,05-045-16148,CHEVRON                            13-19D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1395,05-045-16153,CHEVRON                            13-30D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1396,05-045-16149,CHEVRON                            13-18D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1397,05-045-16154,CHEVRON                            13-24D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1398,05-045-16150,CHEVRON                            13-17D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1399,05-045-16155,CHEVRON                            13-31D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1400,05-045-16151,CHEVRON                            13-20D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1401,05-045-16156,CHEVRON                            13-32D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1402,05-045-16157,CHEVRON                            13-22D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SENW   13 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX12/16/2013 
1403,05-045-22405,Cascade Creek                      697-15-37      ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   15 6s    97W     6 ,OXY USA WTP LP                                    66571, ,XX5/5/2014 
1404,05-045-19260,OXY                                21-9D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1405,05-045-19261,OXY                                21-5D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1406,05-045-19262,OXY                                21-16D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1407,05-045-19263,OXY                                21-13D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1408,05-045-19265,OXY                                21-15D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1409,05-045-19266,OXY                                21-17D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1410,05-045-19267,OXY                                21-3D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1411,05-045-19268,OXY                                21-11D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1412,05-045-19269,OXY                                21-14D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1413,05-045-19270,OXY                                21-12D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1414,05-045-19271,OXY                                21-10D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1415,05-045-19272,OXY                                21-1D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1416,05-045-19273,OXY                                21-7D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/31/2013 
1417,05-045-19274,OXY                                21-4D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1418,05-045-19275,OXY                                21-2D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1419,05-045-19276,OXY                                21-6D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1420,05-045-19304,OXY                                21-8D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   21 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX9/19/2014 
1421,05-045-19310,OXY                                22-23D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1422,05-045-19311,OXY                                22-26D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1423,05-045-19313,OXY                                22-28D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1424,05-045-19314,OXY                                22-17D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1425,05-045-19315,OXY                                22-29D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1426,05-045-19316,OXY                                22-18D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1427,05-045-19317,OXY                                22-32D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1428,05-045-19318,OXY                                22-31D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1429,05-045-19319,OXY                                22-30D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1430,05-045-19320,OXY                                22-27D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1431,05-045-19321,OXY                                22-21D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1432,05-045-19322,OXY                                22-24D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1433,05-045-19323,OXY                                22-19D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1434,05-045-19324,OXY                                22-22D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1435,05-045-19325,OXY                                22-20D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWNW   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX11/18/2014 
1436,05-045-19288,OXY                                22-12D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1437,05-045-19289,OXY                                22-4D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1438,05-045-19290,OXY                                22-10D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1439,05-045-19291,OXY                                22-6D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1440,05-045-19292,OXY                                22-1D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1441,05-045-19293,OXY                                22-16D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1442,05-045-19294,OXY                                22-13D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1443,05-045-19295,OXY                                22-8D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1444,05-045-19296,OXY                                22-9D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1445,05-045-19297,OXY                                22-7D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1446,05-045-19298,OXY                                22-11D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1447,05-045-19299,OXY                                22-5D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1448,05-045-19300,OXY                                22-2D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1449,05-045-19301,OXY                                22-3D          ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1450,05-045-19302,OXY                                22-14D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1451,05-045-19303,OXY                                22-15D         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SWSE   22 6S    97W     6 ,BERRY PETROLEUM COMPANY LLC                       10091, ,XX10/9/2014 
1452,05-045-23372,Puckett                            11A-26 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1453,05-045-23373,Puckett                            13D-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1454,05-045-23374,Puckett                            24C-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1455,05-045-23375,Puckett                            13C-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1456,05-045-23378,Puckett                            15C-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1457,05-045-23379,Puckett                            24D-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1458,05-045-23380,Puckett                            15B-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1459,05-045-23382,Puckett                            24B-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1460,05-045-23383,Puckett                            14B-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1461,05-045-23385,Puckett                            14C-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1462,05-045-23386,Puckett                            11C-26 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1463,05-045-23390,Puckett                            14D-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1464,05-045-23391,Puckett                            14A-23 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1465,05-045-23395,Puckett                            11B-26 697     ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESW   23 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX11/28/2016 
1466,05-045-23178,Puckett                            41A-25         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1467,05-045-23179,Puckett                            23D-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1468,05-045-23180,Puckett                            13C-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1469,05-045-23181,Puckett                            34D-24         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1470,05-045-23183,Puckett                            24D-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1471,05-045-23184,Puckett                            23A-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1472,05-045-23185,Puckett                            13D-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1473,05-045-23187,Puckett                            13B-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1474,05-045-23188,Puckett                            24B-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1475,05-045-23190,Puckett                            24C-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1476,05-045-23191,Puckett                            24A-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1477,05-045-23194,Puckett                            44A-24         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1478,05-045-23195,Puckett                            23B-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1479,05-045-23196,Puckett                            14D-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1480,05-045-23198,Puckett                            13A-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1481,05-045-23199,Puckett                            14B-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1482,05-045-23200,Puckett                            23C-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1483,05-045-23201,Puckett                            14C-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1484,05-045-23202,Puckett                            14A-19         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1485,05-045-23204,Puckett                            33E-24         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1486,05-045-23205,Puckett                            34B-24         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1487,05-045-23206,Puckett                            41C-25         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045SESE   24 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/26/2016 
1488,05-045-23148,Puckett                            14C-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1489,05-045-23149,Puckett                            24C-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1490,05-045-23150,Puckett                            21A-31         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1491,05-045-23151,Puckett                            23B-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1492,05-045-23152,Puckett                            11A-31         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1493,05-045-23153,Puckett                            44D-25         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1494,05-045-23154,Puckett                            13B-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1495,05-045-23155,Puckett                            24A-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1496,05-045-23156,Puckett                            23D-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1497,05-045-23157,Puckett                            14B-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1498,05-045-23158,Puckett                            13C-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1499,05-045-23159,Puckett                            14A-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1500,05-045-23160,Puckett                            41C-36         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1501,05-045-23161,Puckett                            13A-30         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1502,05-045-23162,Puckett                            31D-36         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1503,05-045-23163,Puckett                            34D-25         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
1504,05-045-23164,Puckett                            11C-31         ,WELL,GRAND VALLEY                  31290,GARFIELD                            045NESE   25 6S    97W     6 ,CAERUS PICEANCE LLC                               10456, ,XX5/25/2016 
