,Unnamed: 0,facility_id_API,facility_type,location,related_facilities,status,facility_name,facility_num,field_name,field_num,county,coord,operator_name,operator_num
3785,3785,05-123-40402,WELL,WELD                                123SWSE   30 12N   65W     6 , ,2016-09-20,Matira East Federal,30-31-6-15-4CH,WILDCAT,99999,WELD,                            123SWSE   30 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3786,3786,05-123-40403,WELL,WELD                                123SWSE   30 12N   65W     6 , ,2016-09-20,Matira East Federal,30-19-15-1CH,WILDCAT,99999,WELD,                            123SWSE   30 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3787,3787,05-123-40404,WELL,WELD                                123SWSE   30 12N   65W     6 , ,2016-09-20,Matira East,30-31-6-15-2CH,WILDCAT,99999,WELD,                            123SWSE   30 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3788,3788,05-123-40405,WELL,WELD                                123SWSE   30 12N   65W     6 , ,2016-09-20,Matira East,30-19-15-3CH,WILDCAT,99999,WELD,                            123SWSE   30 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3789,3789,05-123-45005,WELL,WELD                                123NENW   31 12N   65W     6 , ,2017-06-22,RESOLUTION FED,12-65-31-6NH,WILDCAT,99999,WELD,                            123NENW   31 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3790,3790,05-123-45006,WELL,WELD                                123NWNE   31 12N   65W     6 , ,2017-06-22,RESOLUTION FED,12-65-31-6-4NH,WILDCAT,99999,WELD,                            123NWNE   31 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3791,3791,05-123-45001,WELL,WELD                                123NWNE   31 12N   65W     6 , ,2017-06-22,RESOLUTION,12-65-31-6-6NH,WILDCAT,99999,WELD,                            123NWNE   31 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3792,3792,05-123-45002,WELL,WELD                                123NWNE   31 12N   65W     6 , ,2017-06-22,RESOLUTION,12-65-31-6-7NH,WILDCAT,99999,WELD,                            123NWNE   31 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3793,3793,05-123-45003,WELL,WELD                                123NWNE   31 12N   65W     6 , ,2017-06-22,RESOLUTION FED,12-65-31-6-2NH,WILDCAT,99999,WELD,                            123NWNE   31 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3794,3794,05-123-45004,WELL,WELD                                123NWNE   31 12N   65W     6 , ,2017-06-22,RESOLUTION FED,12-65-31-6-3NH,WILDCAT,99999,WELD,                            123NWNE   31 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3795,3795,05-123-40434,WELL,WELD                                123NENE   32 12N   65W     6 , ,2016-09-16,Avila East,32-5-1-2CH,WILDCAT,99999,WELD,                            123NENE   32 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3796,3796,05-123-40435,WELL,WELD                                123NENE   32 12N   65W     6 , ,2016-09-16,Avila East Federal,32-29-20-1-1CH,WILDCAT,99999,WELD,                            123NENE   32 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3797,3797,05-123-40436,WELL,WELD                                123NENE   32 12N   65W     6 , ,2016-09-16,Avila East,32-5-1-4CH,WILDCAT,99999,WELD,                            123NENE   32 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3798,3798,05-123-40437,WELL,WELD                                123NENE   32 12N   65W     6 , ,2016-09-16,Avila East Federal,32-29-20-1-3CH,WILDCAT,99999,WELD,                            123NENE   32 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3799,3799,05-123-40430,WELL,WELD                                123NENW   32 12N   65W     6 , ,2016-09-20,Avila West,32-5-3-2CH,WILDCAT,99999,WELD,                            123NENW   32 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3800,3800,05-123-40431,WELL,WELD                                123NENW   32 12N   65W     6 , ,2016-09-20,Avila West Federal,32-29-20-3-3CH,WILDCAT,99999,WELD,                            123NENW   32 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3801,3801,05-123-40432,WELL,WELD                                123NENW   32 12N   65W     6 , ,2016-09-20,Avila West,32-5-3-4CH,WILDCAT,99999,WELD,                            123NENW   32 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3802,3802,05-123-40433,WELL,WELD                                123NENW   32 12N   65W     6 , ,2016-09-20,Avila West Federal,32-29-20-3-1CH,WILDCAT,99999,WELD,                            123NENW   32 12N   65W     6 ,LONGS PEAK RESOURCES LLC,10611
3803,3803,05-123-41706,WELL,WELD                                123NENW   35 12N   65W     6 , ,2015-06-24,RESOLUTION FED,12-65-26-23-4NH,WILDCAT,99999,WELD,                            123NENW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3804,3804,05-123-41707,WELL,WELD                                123NENW   35 12N   65W     6 , ,2015-06-24,RESOLUTION FED,12-65-26-23-3NH,WILDCAT,99999,WELD,                            123NENW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3805,3805,05-123-41704,WELL,WELD                                123NENW   35 12N   65W     6 , ,2015-06-24,RESOLUTION FED,12-65-35-2-3NH,WILDCAT,99999,WELD,                            123NENW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3806,3806,05-123-41701,WELL,WELD                                123NENW   35 12N   65W     6 , ,2015-06-24,RESOLUTION FED,12-65-35-2-4NH,WILDCAT,99999,WELD,                            123NENW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3807,3807,05-123-41702,WELL,WELD                                123NENW   35 12N   65W     6 , ,2015-06-24,RESOLUTION FED,12-65-26-23-3CH,WILDCAT,99999,WELD,                            123NENW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3808,3808,05-123-41699,WELL,WELD                                123NENW   35 12N   65W     6 , ,2015-06-24,RESOLUTION FED,12-65-35-2-3CH,WILDCAT,99999,WELD,                            123NENW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3809,3809,05-123-41888,WELL,WELD                                123NWNE   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-35-2-4CH,WILDCAT,99999,WELD,                            123NWNE   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3810,3810,05-123-41889,WELL,WELD                                123NWNE   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-35-2-5NH,WILDCAT,99999,WELD,                            123NWNE   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3811,3811,05-123-41890,WELL,WELD                                123NWNE   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-35-2-5CH,WILDCAT,99999,WELD,                            123NWNE   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3812,3812,05-123-41891,WELL,WELD                                123NWNE   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-26-23-5CH,WILDCAT,99999,WELD,                            123NWNE   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3813,3813,05-123-41892,WELL,WELD                                123NWNE   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-26-23-4CH,WILDCAT,99999,WELD,                            123NWNE   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3814,3814,05-123-41893,WELL,WELD                                123NWNE   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-26-23-5NH,WILDCAT,99999,WELD,                            123NWNE   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3815,3815,05-123-41900,WELL,WELD                                123NWNW   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-35-2NH,WILDCAT,99999,WELD,                            123NWNW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3816,3816,05-123-41895,WELL,WELD                                123NWNW   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-26-23CH,WILDCAT,99999,WELD,                            123NWNW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3817,3817,05-123-41896,WELL,WELD                                123NWNW   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-35-2-2NH,WILDCAT,99999,WELD,                            123NWNW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3818,3818,05-123-41897,WELL,WELD                                123NWNW   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-26-23NH,WILDCAT,99999,WELD,                            123NWNW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3819,3819,05-123-40764,WELL,WELD                                123NWNW   35 12N   65W     6 , ,2016-12-06,RESOLUTION FED,12-65-35-2CH,WILDCAT,99999,WELD,                            123NWNW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3820,3820,05-123-41898,WELL,WELD                                123SWNW   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-26-23-2NH,WILDCAT,99999,WELD,                            123SWNW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3821,3821,05-123-41899,WELL,WELD                                123SWNW   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-26-23-2CH,WILDCAT,99999,WELD,                            123SWNW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3822,3822,05-123-41894,WELL,WELD                                123SWNW   35 12N   65W     6 , ,2015-07-15,RESOLUTION FED,12-65-35-2-2CH,WILDCAT,99999,WELD,                            123SWNW   35 12N   65W     6 ,ANADARKO E&P ONSHORE LLC,2800
3823,3823,05-123-40722,WELL,WELD                                123SESE   25 12N   66W     6 , ,2016-10-18,Spyglass East,25-24-16-3CH,WILDCAT,99999,WELD,                            123SESE   25 12N   66W     6 ,LONGS PEAK RESOURCES LLC,10611
3824,3824,05-123-40720,WELL,WELD                                123SESE   25 12N   66W     6 , ,2016-10-18,Spyglass East,25-24-16-1CH,WILDCAT,99999,WELD,                            123SESE   25 12N   66W     6 ,LONGS PEAK RESOURCES LLC,10611
3825,3825,05-123-40721,WELL,WELD                                123SESW   26 12N   66W     6 , ,2016-10-18,Pismo West,26-23-14-3CH,WILDCAT,99999,WELD,                            123SESW   26 12N   66W     6 ,LONGS PEAK RESOURCES LLC,10611
3826,3826,05-123-40725,WELL,WELD                                123SESW   26 12N   66W     6 , ,2016-10-18,Pismo West,26-23-14-1CH,WILDCAT,99999,WELD,                            123SESW   26 12N   66W     6 ,LONGS PEAK RESOURCES LLC,10611
3827,3827,05-123-40719,WELL,WELD                                123NWNE   35 12N   66W     6 , ,2016-10-18,Pismo East,35-2-2-4CH,WILDCAT,99999,WELD,                            123NWNE   35 12N   66W     6 ,LONGS PEAK RESOURCES LLC,10611
3828,3828,05-123-40710,WELL,WELD                                123NWNW   36 12N   66W     6 , ,2016-10-18,Spyglass West,36-1-4-2CH,WILDCAT,99999,WELD,                            123NWNW   36 12N   66W     6 ,LONGS PEAK RESOURCES LLC,10611
3829,3829,05-123-40711,WELL,WELD                                123NWNW   36 12N   66W     6 , ,2016-10-18,Spyglass West,36-1-4-4CH,WILDCAT,99999,WELD,                            123NWNW   36 12N   66W     6 ,LONGS PEAK RESOURCES LLC,10611
3830,3830,05-123-40323,WELL,WELD                                123NENW   2  1N    64W     6 , ,2014-09-26,Pastelak,01N-64W-02-8N,WATTENBERG,90750,WELD,                            123NENW   2  1N    64W     6 ,VERDAD OIL & GAS CORPORATION,10485
3831,3831,05-123-40324,WELL,WELD                                123NENW   2  1N    64W     6 , ,2014-09-26,Pastelak,01N-64W-02-6N,WATTENBERG,90750,WELD,                            123NENW   2  1N    64W     6 ,VERDAD OIL & GAS CORPORATION,10485
3832,3832,05-123-40321,WELL,WELD                                123NENW   2  1N    64W     6 , ,2014-09-26,Pastelak,01N-64W-02-7N,WATTENBERG,90750,WELD,                            123NENW   2  1N    64W     6 ,VERDAD OIL & GAS CORPORATION,10485
3833,3833,05-123-40327,WELL,WELD                                123NENW   2  1N    64W     6 , ,2014-09-26,Pastelak,01N-64W-02-9C,WATTENBERG,90750,WELD,                            123NENW   2  1N    64W     6 ,VERDAD OIL & GAS CORPORATION,10485
3834,3834,05-123-40322,WELL,WELD                                123NWNW   2  1N    64W     6 , ,2014-09-26,Pastelak,01N-64W-02-4N,WATTENBERG,90750,WELD,                            123NWNW   2  1N    64W     6 ,VERDAD OIL & GAS CORPORATION,10485
3835,3835,05-123-40325,WELL,WELD                                123NWNW   2  1N    64W     6 , ,2014-09-26,Pastelak,01N-64W-02-2N,WATTENBERG,90750,WELD,                            123NWNW   2  1N    64W     6 ,VERDAD OIL & GAS CORPORATION,10485
3836,3836,05-123-40326,WELL,WELD                                123NWNW   2  1N    64W     6 , ,2014-09-26,Pastelak,01N-64W-02-5C,WATTENBERG,90750,WELD,                            123NWNW   2  1N    64W     6 ,VERDAD OIL & GAS CORPORATION,10485
3837,3837,05-123-40320,WELL,WELD                                123NWNW   2  1N    64W     6 , ,2014-09-26,Pastelak,01-64W-02-1C,WATTENBERG,90750,WELD,                            123NWNW   2  1N    64W     6 ,VERDAD OIL & GAS CORPORATION,10485
3838,3838,05-123-44999,WELL,WELD                                123NENW   10 1N    64W     6 , ,2017-06-20,BRNAK,01-64-10-6H,WATTENBERG,90750,WELD,                            123NENW   10 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3839,3839,05-123-44993,WELL,WELD                                123NENW   10 1N    64W     6 , ,2017-06-20,BRNAK,01-64-10-5H,WATTENBERG,90750,WELD,                            123NENW   10 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3840,3840,05-123-44994,WELL,WELD                                123NENW   10 1N    64W     6 , ,2017-06-20,BRNAK,01-64-10-7H,WATTENBERG,90750,WELD,                            123NENW   10 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3841,3841,05-123-44995,WELL,WELD                                123NENW   10 1N    64W     6 , ,2017-06-20,BRNAK,01-64-10-8H,WATTENBERG,90750,WELD,                            123NENW   10 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3842,3842,05-123-44998,WELL,WELD                                123NWNW   10 1N    64W     6 , ,2017-06-20,BRNAK,01-64-10-4H,WATTENBERG,90750,WELD,                            123NWNW   10 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3843,3843,05-123-45162,WELL,WELD                                123SESW   17 1N    64W     6 , ,2017-08-11,WARNER,01N-64W-17-1H,WATTENBERG,90750,WELD,                            123SESW   17 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3844,3844,05-123-45163,WELL,WELD                                123SESW   17 1N    64W     6 , ,2017-08-11,WARNER,01N-64W-17-2H,WATTENBERG,90750,WELD,                            123SESW   17 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3845,3845,05-123-45164,WELL,WELD                                123SESW   17 1N    64W     6 , ,2017-08-11,WARNER,01N-64W-17-5H,WATTENBERG,90750,WELD,                            123SESW   17 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3846,3846,05-123-45165,WELL,WELD                                123SESW   17 1N    64W     6 , ,2017-08-11,WARNER,01N-64W-17-6H,WATTENBERG,90750,WELD,                            123SESW   17 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3847,3847,05-123-45166,WELL,WELD                                123SESW   17 1N    64W     6 , ,2017-08-11,WARNER,01N-64W-17-4H,WATTENBERG,90750,WELD,                            123SESW   17 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3848,3848,05-123-45167,WELL,WELD                                123SESW   17 1N    64W     6 , ,2017-08-11,WARNER,01N-64W-17-3H,WATTENBERG,90750,WELD,                            123SESW   17 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3849,3849,05-123-45168,WELL,WELD                                123SESW   17 1N    64W     6 , ,2017-08-11,WARNER,01N-64W-17-7H,WATTENBERG,90750,WELD,                            123SESW   17 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3850,3850,05-123-45169,WELL,WELD                                123SESW   17 1N    64W     6 , ,2017-08-11,WARNER,01N-64W-17-8H,WATTENBERG,90750,WELD,                            123SESW   17 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3851,3851,05-123-44653,WELL,WELD                                123SENW   19 1N    64W     6 , ,2017-04-26,Rupple-B Fee,0164-19-18-4 CH,WATTENBERG,90750,WELD,                            123SENW   19 1N    64W     6 ,ANSCHUTZ EXPLORATION CORP,3104
3852,3852,05-123-44654,WELL,WELD                                123SENW   19 1N    64W     6 , ,2017-04-26,Rupple-B Fee 0164-,19-18-2W NBH,WATTENBERG,90750,WELD,                            123SENW   19 1N    64W     6 ,ANSCHUTZ EXPLORATION CORP,3104
3853,3853,05-123-44655,WELL,WELD                                123SENW   19 1N    64W     6 , ,2017-04-26,Rupple-B Fee 0164-,19-18-3 NBH,WATTENBERG,90750,WELD,                            123SENW   19 1N    64W     6 ,ANSCHUTZ EXPLORATION CORP,3104
3854,3854,05-123-44656,WELL,WELD                                123SENW   19 1N    64W     6 , ,2017-04-26,Rupple-B Fee 0164-,19-18-3W NCH,WATTENBERG,90750,WELD,                            123SENW   19 1N    64W     6 ,ANSCHUTZ EXPLORATION CORP,3104
3855,3855,05-123-44657,WELL,WELD                                123SENW   19 1N    64W     6 , ,2017-04-26,Rupple-B Fee 0164-,19-18-4W NBH,WATTENBERG,90750,WELD,                            123SENW   19 1N    64W     6 ,ANSCHUTZ EXPLORATION CORP,3104
3856,3856,05-123-44658,WELL,WELD                                123SENW   19 1N    64W     6 , ,2017-04-26,Rupple-B Fee 0164-,19-18-4E NBH,WATTENBERG,90750,WELD,                            123SENW   19 1N    64W     6 ,ANSCHUTZ EXPLORATION CORP,3104
3857,3857,05-123-44659,WELL,WELD                                123SENW   19 1N    64W     6 , ,2017-04-26,Rupple-B Fee 0164-,19-18-4 NCH,WATTENBERG,90750,WELD,                            123SENW   19 1N    64W     6 ,ANSCHUTZ EXPLORATION CORP,3104
3858,3858,05-123-44660,WELL,WELD                                123SENW   19 1N    64W     6 , ,2017-04-26,Rupple-B Fee,0164-19-18-3 CH,WATTENBERG,90750,WELD,                            123SENW   19 1N    64W     6 ,ANSCHUTZ EXPLORATION CORP,3104
3859,3859,05-123-45160,WELL,WELD                                123SWNW   19 1N    64W     6 , ,2017-08-04,MAZZOTTI,01-64-19-18H,WATTENBERG,90750,WELD,                            123SWNW   19 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3860,3860,05-123-45161,WELL,WELD                                123SWNW   19 1N    64W     6 , ,2017-08-04,MAZZOTTI,01-64-19-19H,WATTENBERG,90750,WELD,                            123SWNW   19 1N    64W     6 ,VERDAD RESOURCES LLC,10651
3861,3861,05-123-43069,WELL,WELD                                123SESE   1  1N    65W     6 , ,2016-04-16,Taoka KF,01-032HN,WATTENBERG,90750,WELD,                            123SESE   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3862,3862,05-123-43070,WELL,WELD                                123SESE   1  1N    65W     6 , ,2016-04-16,Taoka KF,01-040HN,WATTENBERG,90750,WELD,                            123SESE   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3863,3863,05-123-43071,WELL,WELD                                123SESE   1  1N    65W     6 , ,2016-04-16,Taoka KF,01-033HC,WATTENBERG,90750,WELD,                            123SESE   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3864,3864,05-123-43072,WELL,WELD                                123SESE   1  1N    65W     6 , ,2016-04-16,Taoka KF,01-039HN,WATTENBERG,90750,WELD,                            123SESE   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3865,3865,05-123-43073,WELL,WELD                                123SESE   1  1N    65W     6 , ,2016-04-16,Taoka KF,01-038HC,WATTENBERG,90750,WELD,                            123SESE   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3866,3866,05-123-43074,WELL,WELD                                123SESE   1  1N    65W     6 , ,2016-04-16,Taoka KF,01-034HN,WATTENBERG,90750,WELD,                            123SESE   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3867,3867,05-123-39564,WELL,WELD                                123SESW   1  1N    65W     6 , ,2016-05-17,Taoka KF,01-029HN,WATTENBERG,90750,WELD,                            123SESW   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3868,3868,05-123-39565,WELL,WELD                                123SESW   1  1N    65W     6 , ,2016-05-17,Taoka KF,01-022HN,WATTENBERG,90750,WELD,                            123SESW   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3869,3869,05-123-39566,WELL,WELD                                123SESW   1  1N    65W     6 , ,2016-05-17,Taoka KF,01-023HC,WATTENBERG,90750,WELD,                            123SESW   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3870,3870,05-123-39567,WELL,WELD                                123SESW   1  1N    65W     6 , ,2016-05-17,Taoka KF,01-027HN,WATTENBERG,90750,WELD,                            123SESW   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3871,3871,05-123-39568,WELL,WELD                                123SESW   1  1N    65W     6 , ,2016-05-17,Taoka KF,01-025HN,WATTENBERG,90750,WELD,                            123SESW   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3872,3872,05-123-39570,WELL,WELD                                123SESW   1  1N    65W     6 , ,2016-05-17,Taoka KF,01-028HC,WATTENBERG,90750,WELD,                            123SESW   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3873,3873,05-123-39569,WELL,WELD                                123SWSW   1  1N    65W     6 , ,2016-05-17,Taoka KF,01-021HN,WATTENBERG,90750,WELD,                            123SWSW   1  1N    65W     6 ,GREAT WESTERN OPERATING COMPANY LLC,10110
3874,3874,05-123-40707,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3C-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3875,3875,05-123-40708,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3L-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3876,3876,05-123-40709,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3B-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3877,3877,05-123-40649,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3E-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3878,3878,05-123-40650,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3I-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3879,3879,05-123-40651,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3K-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3880,3880,05-123-40652,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3F-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3881,3881,05-123-40653,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3D-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3882,3882,05-123-40654,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3G-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3883,3883,05-123-40655,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3A-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3884,3884,05-123-40656,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3H-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3885,3885,05-123-40657,WELL,WELD                                123NWSW   3  1N    65W     6 , ,2016-11-15,Ottesen,3J-3H-L165,WATTENBERG,90750,WELD,                            123NWSW   3  1N    65W     6 ,CRESTONE PEAK RESOURCES OPERATING LLC,10633
3886,3886,05-123-45246,WELL,WELD                                123SESE   9  1N    65W     6 , ,2017-08-20,ROBIN,9-18HZ,WATTENBERG,90750,WELD,                            123SESE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3887,3887,05-123-45247,WELL,WELD                                123SESE   9  1N    65W     6 , ,2017-08-20,ROBIN,9-15HZ,WATTENBERG,90750,WELD,                            123SESE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3888,3888,05-123-45248,WELL,WELD                                123SESE   9  1N    65W     6 , ,2017-08-20,ROBIN,9-14HZ,WATTENBERG,90750,WELD,                            123SESE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3889,3889,05-123-45249,WELL,WELD                                123SESE   9  1N    65W     6 , ,2017-08-20,ROBIN,9-17HZ,WATTENBERG,90750,WELD,                            123SESE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3890,3890,05-123-45250,WELL,WELD                                123SESE   9  1N    65W     6 , ,2017-08-20,ROBIN,9-16HZ,WATTENBERG,90750,WELD,                            123SESE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3891,3891,05-123-45251,WELL,WELD                                123SESE   9  1N    65W     6 , ,2017-08-20,ROBIN,9-13HZ,WATTENBERG,90750,WELD,                            123SESE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3892,3892,05-123-45151,WELL,WELD                                123SESW   9  1N    65W     6 , ,2017-08-03,ROBIN,9-1HZ,WATTENBERG,90750,WELD,                            123SESW   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3893,3893,05-123-45153,WELL,WELD                                123SESW   9  1N    65W     6 , ,2017-08-03,ROBIN,9-3HZ,WATTENBERG,90750,WELD,                            123SESW   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3894,3894,05-123-45146,WELL,WELD                                123SESW   9  1N    65W     6 , ,2017-08-03,ROBIN,9-2HZ,WATTENBERG,90750,WELD,                            123SESW   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3895,3895,05-123-45157,WELL,WELD                                123SESW   9  1N    65W     6 , ,2017-08-03,ROBIN,9-4HZ,WATTENBERG,90750,WELD,                            123SESW   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3896,3896,05-123-45147,WELL,WELD                                123SWSE   9  1N    65W     6 , ,2017-08-03,ROBIN,9-9HZ,WATTENBERG,90750,WELD,                            123SWSE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3897,3897,05-123-45148,WELL,WELD                                123SWSE   9  1N    65W     6 , ,2017-08-03,ROBIN,9-10HZ,WATTENBERG,90750,WELD,                            123SWSE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
3898,3898,05-123-45149,WELL,WELD                                123SWSE   9  1N    65W     6 , ,2017-08-03,ROBIN,9-11HZ,WATTENBERG,90750,WELD,                            123SWSE   9  1N    65W     6 ,KERR MCGEE OIL & GAS ONSHORE LP,47120
