,Unnamed: 0,facility_id_API,facility_type,location,related_facilities,status,facility_name,facility_num,field_name,field_num,county,coord,operator_name,operator_num
1114,1114,05-045-18738,WELL,GARFIELD                            045NWNW   13 6S    93W     6 , ,2011-09-26,Snyder,A19,MAMM CREEK,52500,GARFIELD,                        045NWNW   13 6S    93W     6 ,URSA OPERATING COMPANY LLC,10447
1115,1115,05-045-18736,WELL,GARFIELD                            045NWNW   13 6S    93W     6 , ,2011-09-26,Snyder,A17,MAMM CREEK,52500,GARFIELD,                        045NWNW   13 6S    93W     6 ,URSA OPERATING COMPANY LLC,10447
1116,1116,05-045-18737,WELL,GARFIELD                            045NWNW   13 6S    93W     6 , ,2011-09-26,Snyder,A18,MAMM CREEK,52500,GARFIELD,                        045NWNW   13 6S    93W     6 ,URSA OPERATING COMPANY LLC,10447
1117,1117,05-045-22196,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree,22-9DD (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1118,1118,05-045-22197,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree,22-9A (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1119,1119,05-045-22198,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree,22-2C (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1120,1120,05-045-22199,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree,22-9B (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1121,1121,05-045-22200,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree,22-15A (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1122,1122,05-045-22201,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree,23-12B (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1123,1123,05-045-22202,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree,22-9D (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1124,1124,05-045-22203,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree,22-2D (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1125,1125,05-045-22204,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,22-11D (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1126,1126,05-045-22205,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,23-5B (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1127,1127,05-045-22206,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,23-13A (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1128,1128,05-045-22207,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,22-7A (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1129,1129,05-045-22208,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,26-4A (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1130,1130,05-045-22209,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,22-1C (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1131,1131,05-045-22210,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,22-8D (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1132,1132,05-045-22211,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,23-14B (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1133,1133,05-045-22212,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,22-8A (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1134,1134,05-045-22213,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal 23,23-11B (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1135,1135,05-045-22214,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,23-5D (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1136,1136,05-045-22215,WELL,GARFIELD                            045SWSE   22 6S    93W     6 , ,2013-11-01,Petree Federal,23-13D (O22NW),MAMM CREEK,52500,GARFIELD,                        045SWSE   22 6S    93W     6 ,ENCANA OIL & GAS (USA) INC,100185
1137,1137,05-045-22829,WELL,GARFIELD                            045SWSE   21 6S    94W     6 , ,2015-03-28,RWF,721-44-28-HMB2,RULISON,75400,GARFIELD,                        045SWSE   21 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1138,1138,05-045-20042,WELL,GARFIELD                            045NESE   23 6S    94W     6 , ,2016-05-11,Mead,RWF 542-23,RULISON,75400,GARFIELD,                        045NESE   23 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1139,1139,05-045-20043,WELL,GARFIELD                            045NESE   23 6S    94W     6 , ,2016-05-11,Mead,RWF 441-23,RULISON,75400,GARFIELD,                        045NESE   23 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1140,1140,05-045-20048,WELL,GARFIELD                            045NESE   23 6S    94W     6 , ,2016-05-11,Mead,RWF 442-23,RULISON,75400,GARFIELD,                        045NESE   23 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1141,1141,05-045-20049,WELL,GARFIELD                            045NESE   23 6S    94W     6 , ,2016-05-11,Mead,RWF 41-23,RULISON,75400,GARFIELD,                        045NESE   23 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1142,1142,05-045-20054,WELL,GARFIELD                            045NESE   23 6S    94W     6 , ,2016-05-11,Mead,RWF 541-23,RULISON,75400,GARFIELD,                        045NESE   23 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1143,1143,05-045-22564,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RWF,14-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1144,1144,05-045-22565,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RWF,314-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1145,1145,05-045-22566,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RMV,173-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1146,1146,05-045-22567,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RMV,135-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1147,1147,05-045-22568,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RWF,313-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1148,1148,05-045-22569,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-28,Savage RWF,324-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1149,1149,05-045-22570,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RWF,423-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1150,1150,05-045-22571,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RWF,523-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1151,1151,05-045-22576,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RWF,24-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1152,1152,05-045-22577,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RWF,413-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1153,1153,05-045-22658,WELL,GARFIELD                            045SESW   26 6S    94W     6 , ,2016-10-20,Savage RWF,23-26,RULISON,75400,GARFIELD,                        045SESW   26 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1154,1154,05-045-22552,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,34-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1155,1155,05-045-22553,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,334-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1156,1156,05-045-22554,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,443-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1157,1157,05-045-22555,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,43-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1158,1158,05-045-22556,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,44-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1159,1159,05-045-22557,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,343-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1160,1160,05-045-22558,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,33-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1161,1161,05-045-22559,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RMV,70-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1162,1162,05-045-22560,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,333-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1163,1163,05-045-22561,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,433-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1164,1164,05-045-22562,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RWF,344-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1165,1165,05-045-22563,WELL,GARFIELD                            045NWSE   35 6S    94W     6 , ,2016-10-17,Huggard RMV,117-35,RULISON,75400,GARFIELD,                        045NWSE   35 6S    94W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1166,1166,05-045-17076,WELL,GARFIELD                            045NENW   18 6S    95W     6 , ,2008-09-04,AP,412-18-695,PARACHUTE,67350,GARFIELD,                        045NENW   18 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1167,1167,05-045-17079,WELL,GARFIELD                            045NENW   18 6S    95W     6 , ,2008-09-04,AP,411-18-695,PARACHUTE,67350,GARFIELD,                        045NENW   18 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1168,1168,05-045-16379,WELL,GARFIELD                            045NENW   18 6S    95W     6 , ,2008-07-22,AP,11-18-695,PARACHUTE,67350,GARFIELD,                        045NENW   18 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1169,1169,05-045-16380,WELL,GARFIELD                            045NENW   18 6S    95W     6 , ,2008-07-22,AP,12-18-695,PARACHUTE,67350,GARFIELD,                        045NENW   18 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1170,1170,05-045-16381,WELL,GARFIELD                            045NENW   18 6S    95W     6 , ,2008-07-22,AP,14-7-695,PARACHUTE,67350,GARFIELD,                        045NENW   18 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1171,1171,05-045-23640,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 43-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1172,1172,05-045-23641,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 442-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1173,1173,05-045-23642,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 42-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1174,1174,05-045-23643,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 511-25,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1175,1175,05-045-23644,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 321-25,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1176,1176,05-045-23645,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 424-24,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1177,1177,05-045-23646,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 514-24,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1178,1178,05-045-23647,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 542-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1179,1179,05-045-23648,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 521-25,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1180,1180,05-045-23649,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 441-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1181,1181,05-045-23650,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 341-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1182,1182,05-045-23651,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 541-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1183,1183,05-045-23652,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 543-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1184,1184,05-045-23653,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 414-24,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1185,1185,05-045-23654,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 11-25,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1186,1186,05-045-23655,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 21-25,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1187,1187,05-045-23656,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 41-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1188,1188,05-045-23657,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 311-25,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1189,1189,05-045-23658,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 534-24,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1190,1190,05-045-23659,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 411-25,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1191,1191,05-045-23660,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 524-24,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1192,1192,05-045-23661,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 342-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1193,1193,05-045-23662,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 343-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1194,1194,05-045-23663,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 421-25,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1195,1195,05-045-23664,WELL,GARFIELD                            045SENW   25 6S    95W     6 , ,2017-08-25,TRI STATE TRUCKING,PA 443-26,PARACHUTE,67350,GARFIELD,                        045SENW   25 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1196,1196,05-045-22839,WELL,GARFIELD                            045SESW   32 6S    95W     6 , ,2015-04-15,PA,732-31-32-HN1,PARACHUTE,67350,GARFIELD,                        045SESW   32 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1197,1197,05-045-22840,WELL,GARFIELD                            045SESW   32 6S    95W     6 , ,2015-04-15,PA,732-34-5-HN1,PARACHUTE,67350,GARFIELD,                        045SESW   32 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1198,1198,05-045-22841,WELL,GARFIELD                            045SESW   32 6S    95W     6 , ,2015-04-15,PA,732-24-5-HN1,PARACHUTE,67350,GARFIELD,                        045SESW   32 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1199,1199,05-045-22842,WELL,GARFIELD                            045SESW   32 6S    95W     6 , ,2015-04-15,PA,732-21-32-HN1,PARACHUTE,67350,GARFIELD,                        045SESW   32 6S    95W     6 ,TEP ROCKY MOUNTAIN LLC,96850
1200,1200,05-045-19979,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-11,DEEP GULCH,OM08C G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1201,1201,05-045-19980,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-13,DEEP GULCH,OM10A G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1202,1202,05-045-19982,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-11,DEEP GULCH,OM09B G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1203,1203,05-045-19983,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-13,DEEP GULCH,OM10B G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1204,1204,05-045-19986,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-10,DEEP GULCH,OM08D G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1205,1205,05-045-19988,WELL,GARFIELD                            045LOT 9  1  6S    96W     6 , ,2015-06-30,DEEP GULCH,OM09A G01 696,PARACHUTE,67350,GARFIELD,                        045LOT 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1206,1206,05-045-19989,WELL,GARFIELD                            045LOT 9  1  6S    96W     6 , ,2015-06-30,DEEP GULCH,OM07D G01 696,PARACHUTE,67350,GARFIELD,                        045LOT 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1207,1207,05-045-19991,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-13,DEEP GULCH,OM09D G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1208,1208,05-045-19992,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-13,DEEP GULCH,OM10D G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1209,1209,05-045-19996,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-12,DEEP GULCH,OM09C G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1210,1210,05-045-19997,WELL,GARFIELD                            045Lot 9  1  6S    96W     6 , ,2013-06-13,DEEP GULCH,OM10C G01 696,PARACHUTE,67350,GARFIELD,                        045Lot 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1211,1211,05-045-19999,WELL,GARFIELD                            045LOT 9  1  6S    96W     6 , ,2015-06-30,DEEP GULCH,OM07C G01 696,PARACHUTE,67350,GARFIELD,                        045LOT 9  1  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1212,1212,05-045-12886,WELL,GARFIELD                            045Lot 9  2  6S    96W     6 , ,2013-10-02,GRANLEE OM,08D I02 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 9  2  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1213,1213,05-045-12885,WELL,GARFIELD                            045Lot 9  2  6S    96W     6 , ,2013-10-02,GRANLEE,09A I02 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 9  2  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1214,1214,05-045-12884,WELL,GARFIELD                            045Lot 9  2  6S    96W     6 , ,2013-10-02,GRANLEE,OM09B I02 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 9  2  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1215,1215,05-045-13274,WELL,GARFIELD                            045Lot 7  3  6S    96W     6 , ,2014-11-18,GRANLEE OM,10B G03 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 7  3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1216,1216,05-045-13273,WELL,GARFIELD                            045Lot 7  3  6S    96W     6 , ,2014-11-18,GRANLEE OM,02B G03 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 7  3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1217,1217,05-045-13272,WELL,GARFIELD                            045Lot 7  3  6S    96W     6 , ,2014-11-18,GRANLEE OM,02D G03 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 7  3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1218,1218,05-045-13271,WELL,GARFIELD                            045Lot 7  3  6S    96W     6 , ,2014-11-18,GRANLEE OM,07D G03 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 7  3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1219,1219,05-045-13270,WELL,GARFIELD                            045Lot 7  3  6S    96W     6 , ,2014-11-18,GRANLEE OM,07A G03 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 7  3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1220,1220,05-045-13269,WELL,GARFIELD                            045Lot 7  3  6S    96W     6 , ,2014-11-18,GRANLEE OM,02C G03 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 7  3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1221,1221,05-045-13268,WELL,GARFIELD                            045Lot 7  3  6S    96W     6 , ,2014-11-18,GRANLEE OM,07B G03 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 7  3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1222,1222,05-045-13267,WELL,GARFIELD                            045Lot 7  3  6S    96W     6 , ,2014-11-18,GRANLEE OM,07C G03 696,GRAND VALLEY,31290,GARFIELD,                        045Lot 7  3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
1223,1223,05-045-13266,WELL,GARFIELD                            045SWSE   3  6S    96W     6 , ,2014-03-13,GRANLEE OM,17D O03 696,GRAND VALLEY,31290,GARFIELD,                        045SWSE   3  6S    96W     6 ,BERRY PETROLEUM COMPANY LLC,10091
